"County","County Name","Office Name","Office District","Candidate Name","Party","Winner","Congressional District 1","Congressional District 2","Congressional District 3","Congressional District 4","Congressional District 5","Congressional District 6","Congressional District 7","Congressional District 8" 
"17","Prince George's County","Board of Education","009","Jennifer Hooker","NON","","0","0","0","549","1236","0","0","0" 
"17","Prince George's County","Board of Education","009","Chandrai CJ Jackson-Saunders","NON","Y","0","0","0","2904","5395","0","0","0" 
"17","Prince George's County","Board of Education","009","Candice Perkins","NON","","0","0","0","1252","3857","0","0","0" 
"20","Somerset County","Board of Education","001","Valentina Downing","NON","Y","217","0","0","0","0","0","0","0" 
"20","Somerset County","Board of Education","001","Andrew S. Gleason","NON","","63","0","0","0","0","0","0","0" 
"20","Somerset County","Board of Education","001","Sharyn Yuloff","NON","Y","84","0","0","0","0","0","0","0" 
"20","Somerset County","Board of Education","003","Lil Joe Hylton","NON","","155","0","0","0","0","0","0","0" 
"20","Somerset County","Board of Education","003","James White, Jr.","NON","Y","319","0","0","0","0","0","0","0" 
"20","Somerset County","Board of Education","003","Samantha D. Windsor","NON","Y","276","0","0","0","0","0","0","0" 
"20","Somerset County","Board of Education","005","Elizabeth K. Brock","NON","","76","0","0","0","0","0","0","0" 
"20","Somerset County","Board of Education","005","Vanessa F. Jones","NON","Y","179","0","0","0","0","0","0","0" 
"20","Somerset County","Board of Education","005","Ron Purnell","NON","Y","398","0","0","0","0","0","0","0" 
"13","Harford County","Board of Education","A","Donna Blasdell","NON","Y","1940","0","0","0","0","0","0","0" 
"13","Harford County","Board of Education","A","Shernice Shermaine Mundell","NON","Y","1482","0","0","0","0","0","0","0" 
"13","Harford County","Board of Education","A","Dani Paez","NON","","1107","0","0","0","0","0","0","0" 
"13","Harford County","Board of Education","B","Keri L. Geibler","NON","Y","2787","0","0","0","0","0","0","0" 
"13","Harford County","Board of Education","B","Dominic J. Heath","NON","Y","1847","0","0","0","0","0","0","0" 
"13","Harford County","Board of Education","B","Christian Licier","NON","","1358","0","0","0","0","0","0","0" 
"13","Harford County","Board of Education","C","Joe Fleckenstein","NON","Y","2294","0","0","0","0","0","0","0" 
"13","Harford County","Board of Education","C","Cathy Kowalewski","NON","Y","4041","0","0","0","0","0","0","0" 
"13","Harford County","Board of Education","C","Shawn P. Ryan","NON","","1124","0","0","0","0","0","0","0" 
"13","Harford County","Board of Education","E","Aaron D. Boyle","NON","Y","1771","0","0","0","0","0","0","0" 
"13","Harford County","Board of Education","E","Matt Jones","NON","","1663","0","0","0","0","0","0","0" 
"13","Harford County","Board of Education","E","Robert S. Wagner","NON","Y","2449","0","0","0","0","0","0","0" 
"01","Allegany County","Mayor of Cumberland","","Raymond Morriss","NON","Y","0","0","0","0","0","1382","0","0" 
"01","Allegany County","Mayor of Cumberland","","Darrell Lee Powell","NON","Y","0","0","0","0","0","759","0","0" 
"01","Allegany County","Mayor of Cumberland","","William Taccino","NON","","0","0","0","0","0","272","0","0" 
"01","Allegany County","Mayor of Cumberland","","Dana A. Tinnen","NON","","0","0","0","0","0","264","0","0" 
