TOTAL VOTER TURNOUT: 12,240,190
ElectionDate	OfficeCode(text)	DistrictCode(Text)	StatusCode	CountyCode	CountyName	OfficeDescription	PartyOrder	PartyDescription	CandidateID	CandidateLastName	CandidateFirstName	CandidateMiddleName	CandidateFormerName	CandidateVotes	WriteIn(W)/Uncommitted(Z)	Recount(*)	Nomindated(N)/Elected(E)
2026-08-04	10	051	0	63	OAKLAND	51ST DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647071	McDuffie	Stacey			7974			
2026-08-04	10	051	0	63	OAKLAND	51ST DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647811	Maddock	Matt			11866			
2026-08-04	10	052	0	63	OAKLAND	52ND DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647161	Harris	Mike			11471			
2026-08-04	10	052	0	63	OAKLAND	52ND DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647173	Leddy	Brendan	P.		6136			
2026-08-04	10	052	0	63	OAKLAND	52ND DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647321	Owensby	Tom			4991			
2026-08-04	10	053	0	63	OAKLAND	53RD DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	597328	Schultz	Melissa			3307			
2026-08-04	10	053	0	63	OAKLAND	53RD DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647806	Carter	Brenda			10133			
2026-08-04	10	053	0	63	OAKLAND	53RD DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647848	Anderlie	Robert	L.		762			
2026-08-04	10	054	0	63	OAKLAND	54TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	483049	Gaskey	Roman			4850			
2026-08-04	10	054	0	63	OAKLAND	54TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	591412	Omtvedt	Jeffrey	M.		4790			
2026-08-04	10	054	0	63	OAKLAND	54TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647833	Pounds	Sarah			12285			
2026-08-04	10	055	0	63	OAKLAND	55TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647795	Tisdel	Mark			9426			
2026-08-04	10	055	0	63	OAKLAND	55TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647844	Hawkins	Alex			12619			
2026-08-04	10	056	0	63	OAKLAND	56TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	483564	MacDonell	Sharon			14315			
2026-08-04	10	056	0	63	OAKLAND	56TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647053	Baddi	Ashok			5562			
2026-08-04	10	057	0	50	MACOMB	57TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	604228	Kuhn	Thomas	E.		3227			
2026-08-04	10	057	0	50	MACOMB	57TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	645462	Turner	Tom			5143			
2026-08-04	10	057	0	63	OAKLAND	57TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	604228	Kuhn	Thomas	E.		2181			
2026-08-04	10	057	0	63	OAKLAND	57TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	645462	Turner	Tom			3771			
2026-08-04	10	058	0	50	MACOMB	58TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	483028	Manetta	Katrina			9676			
2026-08-04	10	058	0	50	MACOMB	58TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	488384	Robinson	Ron			6066			
2026-08-04	10	059	0	50	MACOMB	59TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647234	Grubb	Matt			2125			
2026-08-04	10	059	0	50	MACOMB	59TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647422	Grot	Sylvia			5513			
2026-08-04	10	059	0	50	MACOMB	59TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647791	Robbins	Jason			8692			
2026-08-04	10	059	0	50	MACOMB	59TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647834	Zott	Jean			3677			
2026-08-04	10	060	0	50	MACOMB	60TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647117	Aragona	Joseph			8840			
2026-08-04	10	060	0	50	MACOMB	60TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647388	Gray	Amy			10160			
2026-08-04	10	061	0	50	MACOMB	61ST DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	483027	Mentzer	Denise			9912			
2026-08-04	10	061	0	50	MACOMB	61ST DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647286	Khan	Mahbube			1858			
2026-08-04	10	061	0	50	MACOMB	61ST DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647794	Wojtowicz	Robert			4935			
2026-08-04	10	061	0	50	MACOMB	61ST DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647864	Grossenbacher	John			1882			
2026-08-04	10	062	0	50	MACOMB	62ND DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	493655	St. Germaine	Alicia			8273			
2026-08-04	10	062	0	50	MACOMB	62ND DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647145	Smith	Matthew			5865			
2026-08-04	10	062	0	50	MACOMB	62ND DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647166	Anosike	Phil			1585			
2026-08-04	10	062	0	50	MACOMB	62ND DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647253	Plesco	Craig			2128			
2026-08-04	10	063	0	50	MACOMB	63RD DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	611576	Sonneberger	Jamie			3432			
2026-08-04	10	063	0	50	MACOMB	63RD DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647209	DeBoyer	Jay			5469			
2026-08-04	10	063	0	50	MACOMB	63RD DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647860	Kelly McFarland	Robert			1763			
2026-08-04	10	063	0	74	ST CLAIR	63RD DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	611576	Sonneberger	Jamie			2385			
2026-08-04	10	063	0	74	ST CLAIR	63RD DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647209	DeBoyer	Jay			6711			
2026-08-04	10	063	0	74	ST CLAIR	63RD DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647860	Kelly McFarland	Robert			1436			
2026-08-04	10	064	0	74	ST CLAIR	64TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647120	Heuvelman	Ken			8580			
2026-08-04	10	064	0	74	ST CLAIR	64TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647812	Pavlov	Joseph	G.		9361			
2026-08-04	10	064	0	76	SANILAC	64TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647120	Heuvelman	Ken			364			
2026-08-04	10	064	0	76	SANILAC	64TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647812	Pavlov	Joseph	G.		552			
2026-08-04	10	065	0	44	LAPEER	65TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	500351	Greene	Jaime			4464			
2026-08-04	10	065	0	44	LAPEER	65TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	645463	O'Brien	James	M.		1181			
2026-08-04	10	065	0	44	LAPEER	65TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647419	Andonoff	James			872			
2026-08-04	10	065	0	50	MACOMB	65TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	500351	Greene	Jaime			3730			
2026-08-04	10	065	0	50	MACOMB	65TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	645463	O'Brien	James	M.		1334			
2026-08-04	10	065	0	50	MACOMB	65TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647419	Andonoff	James			989			
2026-08-04	10	065	0	74	ST CLAIR	65TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	500351	Greene	Jaime			4445			
2026-08-04	10	065	0	74	ST CLAIR	65TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	645463	O'Brien	James	M.		1316			
2026-08-04	10	065	0	74	ST CLAIR	65TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647419	Andonoff	James			850			
2026-08-04	10	066	0	50	MACOMB	66TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	593092	Schriver	Josh			5424			
2026-08-04	10	066	0	50	MACOMB	66TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647853	Zimmer	Ned			3563			
2026-08-04	10	066	0	63	OAKLAND	66TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	593092	Schriver	Josh			7549			
2026-08-04	10	066	0	63	OAKLAND	66TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647853	Zimmer	Ned			5852			
2026-08-04	10	067	0	25	GENESEE	67TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	601430	Green	Phil			2676			
2026-08-04	10	067	0	25	GENESEE	67TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647159	Getz	Leslie			4448			
2026-08-04	10	067	0	25	GENESEE	67TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647254	Cross	Sherri	J.		678			
2026-08-04	10	067	0	44	LAPEER	67TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	601430	Green	Phil			6035			
2026-08-04	10	067	0	44	LAPEER	67TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647159	Getz	Leslie			4976			
2026-08-04	10	067	0	44	LAPEER	67TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647254	Cross	Sherri	J.		1237			
2026-08-04	10	067	0	79	TUSCOLA	67TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	601430	Green	Phil			279			
2026-08-04	10	067	0	79	TUSCOLA	67TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647159	Getz	Leslie			160			
2026-08-04	10	067	0	79	TUSCOLA	67TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647254	Cross	Sherri	J.		31			
2026-08-04	10	068	0	25	GENESEE	68TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	483033	Martin	David	W.		7202			
2026-08-04	10	068	0	25	GENESEE	68TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647050	Grays	Isaiah			4006			
2026-08-04	10	068	0	25	GENESEE	68TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647289	Schlinker	Matt			8271			
2026-08-04	10	068	0	63	OAKLAND	68TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	483033	Martin	David	W.		847			
2026-08-04	10	068	0	63	OAKLAND	68TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647050	Grays	Isaiah			176			
2026-08-04	10	068	0	63	OAKLAND	68TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647289	Schlinker	Matt			377			
2026-08-04	10	069	0	25	GENESEE	69TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	611579	Martus	Jasper	Ryan		12896			
2026-08-04	10	069	0	25	GENESEE	69TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647081	Duvendeck	Patrick			5248			
2026-08-04	10	070	0	25	GENESEE	70TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	483572	NEELEY	CYNTHIA	R.		9918			
2026-08-04	10	070	0	25	GENESEE	70TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	583252	HUTCHINSON	LARRY			872			
2026-08-04	10	070	0	25	GENESEE	70TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	658402	WASKOVIAK	ROB			563			
2026-08-04	10	070	0	25	GENESEE	70TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	660194	WRITE-IN				699	Y		
2026-08-04	10	071	0	25	GENESEE	71ST DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	605800	BeGole	Brian			2561			
2026-08-04	10	071	0	25	GENESEE	71ST DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647818	Schlaack	Stephen			2954			
2026-08-04	10	071	0	73	SAGINAW	71ST DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	605800	BeGole	Brian			936			
2026-08-04	10	071	0	73	SAGINAW	71ST DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647818	Schlaack	Stephen			1038			
2026-08-04	10	071	0	78	SHIAWASSEE	71ST DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	605800	BeGole	Brian			6963			
2026-08-04	10	071	0	78	SHIAWASSEE	71ST DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647818	Schlaack	Stephen			7013			
2026-08-04	10	072	0	25	GENESEE	72ND DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	492378	Mueller	Mike			5871			
2026-08-04	10	072	0	25	GENESEE	72ND DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	578994	Ryan	Thomas			8923			
2026-08-04	10	072	0	47	LIVINGSTON	72ND DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	492378	Mueller	Mike			1146			
2026-08-04	10	072	0	47	LIVINGSTON	72ND DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	578994	Ryan	Thomas			1026			
2026-08-04	10	072	0	63	OAKLAND	72ND DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	492378	Mueller	Mike			2166			
2026-08-04	10	072	0	63	OAKLAND	72ND DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	578994	Ryan	Thomas			1859			
2026-08-04	10	073	0	33	INGHAM	73RD DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	583195	Rockey	Joshua	Jon		2270			
2026-08-04	10	073	0	33	INGHAM	73RD DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	599438	Brixie	Julie			12710			
2026-08-04	10	073	0	33	INGHAM	73RD DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	614611	Grant	Norm			1487			
2026-08-04	10	073	0	33	INGHAM	73RD DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647850	Ewart	Daniel	L.		1962			
2026-08-04	10	074	0	33	INGHAM	74TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	574403	Iturralde	Aaron			3833			
2026-08-04	10	074	0	33	INGHAM	74TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	616489	Pope	Harold	A.		7186			
2026-08-04	10	074	0	33	INGHAM	74TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647059	Tarver	Clinton			3997			
2026-08-04	10	074	0	33	INGHAM	74TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647403	Thirdgill	TyJuan			4397			
2026-08-04	10	075	0	19	CLINTON	75TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	616488	Tsernoglou	Penelope			4930			
2026-08-04	10	075	0	19	CLINTON	75TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647072	Lambert	Frank			3208			
2026-08-04	10	075	0	33	INGHAM	75TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	616488	Tsernoglou	Penelope			11527			
2026-08-04	10	075	0	33	INGHAM	75TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647072	Lambert	Frank			2531			
2026-08-04	10	075	0	78	SHIAWASSEE	75TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	616488	Tsernoglou	Penelope			934			
2026-08-04	10	075	0	78	SHIAWASSEE	75TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647072	Lambert	Frank			646			
2026-08-04	10	076	0	23	EATON	76TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	483042	Kaiser	Bill			5239			
2026-08-04	10	076	0	23	EATON	76TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	600960	Witwer	Angela			14084			
2026-08-04	10	076	0	23	EATON	76TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647450	Ludtke	John	P.		2327			
2026-08-04	10	077	0	19	CLINTON	77TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	591101	Dievendorf	Emily			5009			
2026-08-04	10	077	0	19	CLINTON	77TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647049	Nelton	Sally	Jo		3219			
2026-08-04	10	077	0	23	EATON	77TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	591101	Dievendorf	Emily			1222			
2026-08-04	10	077	0	23	EATON	77TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647049	Nelton	Sally	Jo		587			
2026-08-04	10	077	0	33	INGHAM	77TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	591101	Dievendorf	Emily			9504			
2026-08-04	10	077	0	33	INGHAM	77TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647049	Nelton	Sally	Jo		1500			
2026-08-04	10	078	0	8	BARRY	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	483023	Hudson	Kaleb	M.		545			
2026-08-04	10	078	0	8	BARRY	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	483062	Strong	Brandon	L.		1692			
2026-08-04	10	078	0	8	BARRY	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647208	Pilar	Miguel			224			
2026-08-04	10	078	0	8	BARRY	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647783	Frewen	Terence	M.		355			
2026-08-04	10	078	0	8	BARRY	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647788	Gross	Rachel			1997			
2026-08-04	10	078	0	23	EATON	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	483023	Hudson	Kaleb	M.		55			
2026-08-04	10	078	0	23	EATON	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	483062	Strong	Brandon	L.		442			
2026-08-04	10	078	0	23	EATON	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647208	Pilar	Miguel			86			
2026-08-04	10	078	0	23	EATON	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647783	Frewen	Terence	M.		142			
2026-08-04	10	078	0	23	EATON	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647788	Gross	Rachel			490			
2026-08-04	10	078	0	34	IONIA	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	483023	Hudson	Kaleb	M.		502			
2026-08-04	10	078	0	34	IONIA	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	483062	Strong	Brandon	L.		2439			
2026-08-04	10	078	0	34	IONIA	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647208	Pilar	Miguel			803			
2026-08-04	10	078	0	34	IONIA	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647783	Frewen	Terence	M.		2286			
2026-08-04	10	078	0	34	IONIA	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647788	Gross	Rachel			3942			
2026-08-04	10	078	0	41	KENT	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	483023	Hudson	Kaleb	M.		215			
2026-08-04	10	078	0	41	KENT	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	483062	Strong	Brandon	L.		1170			
2026-08-04	10	078	0	41	KENT	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647208	Pilar	Miguel			228			
2026-08-04	10	078	0	41	KENT	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	647783	Frewen	Terence	M.		244			
2026-08-04	10	078	0	41	KENT	78TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647788	Gross	Rachel			1633			
2026-08-04	10	079	0	3	ALLEGAN	79TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	596156	Rigas	Angela			1033			
2026-08-04	10	079	0	3	ALLEGAN	79TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647836	Abbott	Zach			476			
2026-08-04	10	079	0	8	BARRY	79TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	2	REPUBLICAN	596156	Rigas	Angela			2140			
2026-08-04	10	079	0	8	BARRY	79TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	647836	Abbott	Zach			1594			
