Precinct_name,Reporting_flag,Pct_Id,Pct_seq_nbr,Reg_voters,Aggregation_ID,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,Candidate_State_ID,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,Election Day_ballots,Election Day_votes,Election Day_under_votes,Election Day_over_votes,Absentee_ballots,Absentee_votes,Absentee_under_votes,Absentee_over_votes,Early Voting_ballots,Early Voting_votes,Early Voting_under_votes,Early Voting_over_votes,Question_ballots,Question_votes,Question_under_votes,Question_over_votes,Remote_ballots,Remote_votes,Remote_under_votes,Remote_over_votes,
"01-610 Ketchikan No. 2",0,"01-610",2,2596,"",7,7,"U.S. Representative","",1,"",2,"Grayson, Richard",C,6,"NOL",331,1,1,0,331,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-610 Ketchikan No. 2",0,"01-610",2,2596,"",7,7,"U.S. Representative","",1,"",82,"Hafner, Eric",C,7,"DEM",331,3,1,0,331,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-610 Ketchikan No. 2",0,"01-610",2,2596,"",7,7,"U.S. Representative","",1,"",26,"Heikes, Gerald L. ""Jer""",C,8,"REP",331,2,1,0,331,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-610 Ketchikan No. 2",0,"01-610",2,2596,"",7,7,"U.S. Representative","",1,"",91,"Howe, John Wayne",C,9,"AIP",331,2,1,0,331,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-610 Ketchikan No. 2",0,"01-610",2,2596,"",7,7,"U.S. Representative","",1,"",57,"Mayers, Richard ""Von""",C,10,"UND",331,0,1,0,331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-610 Ketchikan No. 2",0,"01-610",2,2596,"",7,7,"U.S. Representative","",1,"",59,"Peltola, Mary S.",C,11,"DEM",331,187,1,0,331,187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-610 Ketchikan No. 2",0,"01-610",2,2596,"",7,7,"U.S. Representative","",1,"",114,"Salisbury, Matthew H.",C,12,"REP",331,0,1,0,331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-610 Ketchikan No. 2",0,"01-610",2,2596,"",28,28,"House District 1","",1,"",75,"EchoHawk, Grant",C,41,"NON",331,109,0,0,331,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-610 Ketchikan No. 2",0,"01-610",2,2596,"",28,28,"House District 1","",1,"",9,"Bynum, Jeremy T.",C,42,"REP",331,134,0,0,331,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-610 Ketchikan No. 2",0,"01-610",2,2596,"",28,28,"House District 1","",1,"",128,"Moran, Agnes C.",C,43,"NON",331,88,0,0,331,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-620 Ketchikan No. 3",0,"01-620",3,1770,"",7,7,"U.S. Representative","",1,"",70,"Ambrose, David R. II",C,1,"NON",273,1,0,0,273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-620 Ketchikan No. 3",0,"01-620",3,1770,"",7,7,"U.S. Representative","",1,"",71,"Begich, Nick",C,2,"REP",273,120,0,0,273,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-620 Ketchikan No. 3",0,"01-620",3,1770,"",7,7,"U.S. Representative","",1,"",24,"Claesson, Samuel",C,3,"NON",273,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-620 Ketchikan No. 3",0,"01-620",3,1770,"",7,7,"U.S. Representative","",1,"",72,"Dahlstrom, Nancy",C,4,"REP",273,51,0,0,273,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-620 Ketchikan No. 3",0,"01-620",3,1770,"",7,7,"U.S. Representative","",1,"",1,"Dutchess, Lady Donna",C,5,"NON",273,2,0,0,273,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-620 Ketchikan No. 3",0,"01-620",3,1770,"",7,7,"U.S. Representative","",1,"",2,"Grayson, Richard",C,6,"NOL",273,1,0,0,273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-620 Ketchikan No. 3",0,"01-620",3,1770,"",7,7,"U.S. Representative","",1,"",82,"Hafner, Eric",C,7,"DEM",273,2,0,0,273,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-620 Ketchikan No. 3",0,"01-620",3,1770,"",7,7,"U.S. Representative","",1,"",26,"Heikes, Gerald L. ""Jer""",C,8,"REP",273,1,0,0,273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-620 Ketchikan No. 3",0,"01-620",3,1770,"",7,7,"U.S. Representative","",1,"",91,"Howe, John Wayne",C,9,"AIP",273,1,0,0,273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-620 Ketchikan No. 3",0,"01-620",3,1770,"",7,7,"U.S. Representative","",1,"",57,"Mayers, Richard ""Von""",C,10,"UND",273,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-620 Ketchikan No. 3",0,"01-620",3,1770,"",7,7,"U.S. Representative","",1,"",59,"Peltola, Mary S.",C,11,"DEM",273,94,0,0,273,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-620 Ketchikan No. 3",0,"01-620",3,1770,"",7,7,"U.S. Representative","",1,"",114,"Salisbury, Matthew H.",C,12,"REP",273,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-620 Ketchikan No. 3",0,"01-620",3,1770,"",28,28,"House District 1","",1,"",75,"EchoHawk, Grant",C,41,"NON",273,39,2,0,273,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-620 Ketchikan No. 3",0,"01-620",3,1770,"",28,28,"House District 1","",1,"",9,"Bynum, Jeremy T.",C,42,"REP",273,161,2,0,273,161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-620 Ketchikan No. 3",0,"01-620",3,1770,"",28,28,"House District 1","",1,"",128,"Moran, Agnes C.",C,43,"NON",273,71,2,0,273,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-640 North Tongass No. 1",0,"01-640",4,1108,"",7,7,"U.S. Representative","",1,"",70,"Ambrose, David R. II",C,1,"NON",173,1,2,0,173,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-640 North Tongass No. 1",0,"01-640",4,1108,"",7,7,"U.S. Representative","",1,"",71,"Begich, Nick",C,2,"REP",173,68,2,0,173,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-640 North Tongass No. 1",0,"01-640",4,1108,"",7,7,"U.S. Representative","",1,"",24,"Claesson, Samuel",C,3,"NON",173,0,2,0,173,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-640 North Tongass No. 1",0,"01-640",4,1108,"",7,7,"U.S. Representative","",1,"",72,"Dahlstrom, Nancy",C,4,"REP",173,41,2,0,173,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-640 North Tongass No. 1",0,"01-640",4,1108,"",7,7,"U.S. Representative","",1,"",1,"Dutchess, Lady Donna",C,5,"NON",173,0,2,0,173,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-640 North Tongass No. 1",0,"01-640",4,1108,"",7,7,"U.S. Representative","",1,"",2,"Grayson, Richard",C,6,"NOL",173,0,2,0,173,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-640 North Tongass No. 1",0,"01-640",4,1108,"",7,7,"U.S. Representative","",1,"",82,"Hafner, Eric",C,7,"DEM",173,0,2,0,173,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-640 North Tongass No. 1",0,"01-640",4,1108,"",7,7,"U.S. Representative","",1,"",26,"Heikes, Gerald L. ""Jer""",C,8,"REP",173,1,2,0,173,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-640 North Tongass No. 1",0,"01-640",4,1108,"",7,7,"U.S. Representative","",1,"",91,"Howe, John Wayne",C,9,"AIP",173,1,2,0,173,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-640 North Tongass No. 1",0,"01-640",4,1108,"",7,7,"U.S. Representative","",1,"",57,"Mayers, Richard ""Von""",C,10,"UND",173,0,2,0,173,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-640 North Tongass No. 1",0,"01-640",4,1108,"",7,7,"U.S. Representative","",1,"",59,"Peltola, Mary S.",C,11,"DEM",173,53,2,0,173,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-640 North Tongass No. 1",0,"01-640",4,1108,"",7,7,"U.S. Representative","",1,"",114,"Salisbury, Matthew H.",C,12,"REP",173,6,2,0,173,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-640 North Tongass No. 1",0,"01-640",4,1108,"",28,28,"House District 1","",1,"",75,"EchoHawk, Grant",C,41,"NON",173,17,0,0,173,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-640 North Tongass No. 1",0,"01-640",4,1108,"",28,28,"House District 1","",1,"",9,"Bynum, Jeremy T.",C,42,"REP",173,118,0,0,173,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-640 North Tongass No. 1",0,"01-640",4,1108,"",28,28,"House District 1","",1,"",128,"Moran, Agnes C.",C,43,"NON",173,38,0,0,173,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-650 North Tongass No. 2",0,"01-650",5,1898,"",7,7,"U.S. Representative","",1,"",70,"Ambrose, David R. II",C,1,"NON",419,0,2,0,419,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-650 North Tongass No. 2",0,"01-650",5,1898,"",7,7,"U.S. Representative","",1,"",71,"Begich, Nick",C,2,"REP",419,157,2,0,419,157,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-650 North Tongass No. 2",0,"01-650",5,1898,"",7,7,"U.S. Representative","",1,"",24,"Claesson, Samuel",C,3,"NON",419,0,2,0,419,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-650 North Tongass No. 2",0,"01-650",5,1898,"",7,7,"U.S. Representative","",1,"",72,"Dahlstrom, Nancy",C,4,"REP",419,83,2,0,419,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-650 North Tongass No. 2",0,"01-650",5,1898,"",7,7,"U.S. Representative","",1,"",1,"Dutchess, Lady Donna",C,5,"NON",419,0,2,0,419,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-650 North Tongass No. 2",0,"01-650",5,1898,"",7,7,"U.S. Representative","",1,"",2,"Grayson, Richard",C,6,"NOL",419,1,2,0,419,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-650 North Tongass No. 2",0,"01-650",5,1898,"",7,7,"U.S. Representative","",1,"",82,"Hafner, Eric",C,7,"DEM",419,0,2,0,419,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-650 North Tongass No. 2",0,"01-650",5,1898,"",7,7,"U.S. Representative","",1,"",26,"Heikes, Gerald L. ""Jer""",C,8,"REP",419,2,2,0,419,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-650 North Tongass No. 2",0,"01-650",5,1898,"",7,7,"U.S. Representative","",1,"",91,"Howe, John Wayne",C,9,"AIP",419,1,2,0,419,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-650 North Tongass No. 2",0,"01-650",5,1898,"",7,7,"U.S. Representative","",1,"",57,"Mayers, Richard ""Von""",C,10,"UND",419,0,2,0,419,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-650 North Tongass No. 2",0,"01-650",5,1898,"",7,7,"U.S. Representative","",1,"",59,"Peltola, Mary S.",C,11,"DEM",419,171,2,0,419,171,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-650 North Tongass No. 2",0,"01-650",5,1898,"",7,7,"U.S. Representative","",1,"",114,"Salisbury, Matthew H.",C,12,"REP",419,2,2,0,419,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-650 North Tongass No. 2",0,"01-650",5,1898,"",28,28,"House District 1","",1,"",75,"EchoHawk, Grant",C,41,"NON",419,58,3,0,419,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-650 North Tongass No. 2",0,"01-650",5,1898,"",28,28,"House District 1","",1,"",9,"Bynum, Jeremy T.",C,42,"REP",419,227,3,0,419,227,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-650 North Tongass No. 2",0,"01-650",5,1898,"",28,28,"House District 1","",1,"",128,"Moran, Agnes C.",C,43,"NON",419,131,3,0,419,131,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-660 Saxman",0,"01-660",6,310,"",7,7,"U.S. Representative","",1,"",70,"Ambrose, David R. II",C,1,"NON",46,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-660 Saxman",0,"01-660",6,310,"",7,7,"U.S. Representative","",1,"",71,"Begich, Nick",C,2,"REP",46,6,0,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-660 Saxman",0,"01-660",6,310,"",7,7,"U.S. Representative","",1,"",24,"Claesson, Samuel",C,3,"NON",46,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-660 Saxman",0,"01-660",6,310,"",7,7,"U.S. Representative","",1,"",72,"Dahlstrom, Nancy",C,4,"REP",46,2,0,0,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-660 Saxman",0,"01-660",6,310,"",7,7,"U.S. Representative","",1,"",1,"Dutchess, Lady Donna",C,5,"NON",46,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-660 Saxman",0,"01-660",6,310,"",7,7,"U.S. Representative","",1,"",2,"Grayson, Richard",C,6,"NOL",46,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-660 Saxman",0,"01-660",6,310,"",7,7,"U.S. Representative","",1,"",82,"Hafner, Eric",C,7,"DEM",46,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-660 Saxman",0,"01-660",6,310,"",7,7,"U.S. Representative","",1,"",26,"Heikes, Gerald L. ""Jer""",C,8,"REP",46,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-660 Saxman",0,"01-660",6,310,"",7,7,"U.S. Representative","",1,"",91,"Howe, John Wayne",C,9,"AIP",46,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-660 Saxman",0,"01-660",6,310,"",7,7,"U.S. Representative","",1,"",57,"Mayers, Richard ""Von""",C,10,"UND",46,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-660 Saxman",0,"01-660",6,310,"",7,7,"U.S. Representative","",1,"",59,"Peltola, Mary S.",C,11,"DEM",46,38,0,0,46,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-660 Saxman",0,"01-660",6,310,"",7,7,"U.S. Representative","",1,"",114,"Salisbury, Matthew H.",C,12,"REP",46,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-660 Saxman",0,"01-660",6,310,"",28,28,"House District 1","",1,"",75,"EchoHawk, Grant",C,41,"NON",46,25,0,0,46,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-660 Saxman",0,"01-660",6,310,"",28,28,"House District 1","",1,"",9,"Bynum, Jeremy T.",C,42,"REP",46,13,0,0,46,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-660 Saxman",0,"01-660",6,310,"",28,28,"House District 1","",1,"",128,"Moran, Agnes C.",C,43,"NON",46,8,0,0,46,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-670 South Tongass",0,"01-670",7,1996,"",7,7,"U.S. Representative","",1,"",70,"Ambrose, David R. II",C,1,"NON",329,3,3,0,329,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-670 South Tongass",0,"01-670",7,1996,"",7,7,"U.S. Representative","",1,"",71,"Begich, Nick",C,2,"REP",329,102,3,0,329,102,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-670 South Tongass",0,"01-670",7,1996,"",7,7,"U.S. Representative","",1,"",24,"Claesson, Samuel",C,3,"NON",329,0,3,0,329,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-670 South Tongass",0,"01-670",7,1996,"",7,7,"U.S. Representative","",1,"",72,"Dahlstrom, Nancy",C,4,"REP",329,80,3,0,329,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-670 South Tongass",0,"01-670",7,1996,"",7,7,"U.S. Representative","",1,"",1,"Dutchess, Lady Donna",C,5,"NON",329,0,3,0,329,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-670 South Tongass",0,"01-670",7,1996,"",7,7,"U.S. Representative","",1,"",2,"Grayson, Richard",C,6,"NOL",329,0,3,0,329,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-670 South Tongass",0,"01-670",7,1996,"",7,7,"U.S. Representative","",1,"",82,"Hafner, Eric",C,7,"DEM",329,0,3,0,329,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-670 South Tongass",0,"01-670",7,1996,"",7,7,"U.S. Representative","",1,"",26,"Heikes, Gerald L. ""Jer""",C,8,"REP",329,0,3,0,329,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-670 South Tongass",0,"01-670",7,1996,"",7,7,"U.S. Representative","",1,"",91,"Howe, John Wayne",C,9,"AIP",329,3,3,0,329,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-670 South Tongass",0,"01-670",7,1996,"",7,7,"U.S. Representative","",1,"",57,"Mayers, Richard ""Von""",C,10,"UND",329,0,3,0,329,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-670 South Tongass",0,"01-670",7,1996,"",7,7,"U.S. Representative","",1,"",59,"Peltola, Mary S.",C,11,"DEM",329,138,3,0,329,138,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-670 South Tongass",0,"01-670",7,1996,"",7,7,"U.S. Representative","",1,"",114,"Salisbury, Matthew H.",C,12,"REP",329,0,3,0,329,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-670 South Tongass",0,"01-670",7,1996,"",28,28,"House District 1","",1,"",75,"EchoHawk, Grant",C,41,"NON",329,64,1,0,329,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-670 South Tongass",0,"01-670",7,1996,"",28,28,"House District 1","",1,"",9,"Bynum, Jeremy T.",C,42,"REP",329,180,1,0,329,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-670 South Tongass",0,"01-670",7,1996,"",28,28,"House District 1","",1,"",128,"Moran, Agnes C.",C,43,"NON",329,84,1,0,329,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-675 Coffman Cove",0,"01-675",8,327,"",7,7,"U.S. Representative","",1,"",70,"Ambrose, David R. II",C,1,"NON",68,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-675 Coffman Cove",0,"01-675",8,327,"",7,7,"U.S. Representative","",1,"",71,"Begich, Nick",C,2,"REP",68,26,0,0,68,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-675 Coffman Cove",0,"01-675",8,327,"",7,7,"U.S. Representative","",1,"",24,"Claesson, Samuel",C,3,"NON",68,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-675 Coffman Cove",0,"01-675",8,327,"",7,7,"U.S. Representative","",1,"",72,"Dahlstrom, Nancy",C,4,"REP",68,10,0,0,68,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-675 Coffman Cove",0,"01-675",8,327,"",7,7,"U.S. Representative","",1,"",1,"Dutchess, Lady Donna",C,5,"NON",68,1,0,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-675 Coffman Cove",0,"01-675",8,327,"",7,7,"U.S. Representative","",1,"",2,"Grayson, Richard",C,6,"NOL",68,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-675 Coffman Cove",0,"01-675",8,327,"",7,7,"U.S. Representative","",1,"",82,"Hafner, Eric",C,7,"DEM",68,1,0,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-675 Coffman Cove",0,"01-675",8,327,"",7,7,"U.S. Representative","",1,"",26,"Heikes, Gerald L. ""Jer""",C,8,"REP",68,3,0,0,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
