race_id,scope_kind,election_date,election_year,primary_party,endorsed_candidate,endorsed_candidates,unopposed_candidates,opponent_candidates,all_candidates,candidate_count,role_set,party_set,evidence_statuses,office,office_status,office_source,office_confidence,jurisdiction,jurisdiction_status,jurisdiction_source,jurisdiction_confidence,state,state_code,state_status,state_source,state_confidence,official_election_source,official_election_source_status,official_election_source_source,official_election_source_confidence,supporting_source,supporting_source_status,supporting_source_type,supporting_source_source,supporting_source_confidence,certified_opponents,certified_opponents_status,endorsing_bodies,metadata_source,source_reference,canonical_candidate_aliases,source_race_ids,merged_race_id_count,unresolved_fields
race-d290f3e349192a5c696a,other_corpus_race,2026-05-19,2026,,Tim Denson,Tim Denson,,Dexter L. Fisher | LaKeisha Gantt | Mara Zuniga | Sharon Miller,Dexter L. Fisher | LaKeisha Gantt | Mara Zuniga | Sharon Miller | Tim Denson,5,endorsed | opponent,,verified,Mayor,metadata_inferred,title_url_text:20482f1c660288ddb82a3ab8 | title_url_text:4be4ca5c9a87c348dcbed98d | title_url_text:4f9dc1b3cc507e17669050e6 | title_url_text:524d29721be9f36cddbebc89 | title_url_text:63cda03eb94bbecd415024c2 | title_url_text:e777a07948ee1c47a7215d2a,high,,unresolved,,,,,unresolved,,,,unresolved,,,,unresolved,,,,Dexter L. Fisher | LaKeisha Gantt | Mara Zuniga | Sharon Miller,corpus_candidate_set,,metadata_inferred,title_url_text:20482f1c660288ddb82a3ab8 | title_url_text:4be4ca5c9a87c348dcbed98d | title_url_text:4f9dc1b3cc507e17669050e6 | title_url_text:524d29721be9f36cddbebc89 | title_url_text:63cda03eb94bbecd415024c2 | title_url_text:e777a07948ee1c47a7215d2a,d fisher | d l | dex fisher | dex l | dexter fisher | dexter l | dexter l fisher | l gantt | lak gantt | lakeisha gantt | m zuniga | mar zuniga | mara zuniga | s miller | sha miller | sharon miller | t denson | tim denson,race-d290f3e349192a5c696a,1,jurisdiction | state | official_election_source
race-d2aabb75a31f1e810737,tracked_dsa_endorsed_democratic_primary,2026-06-23,2026,Democratic,Claire Valdez,Claire Valdez,,Antonio Reynoso | Julie Won | Vichal Kumar,Antonio Reynoso | Claire Valdez | Julie Won | Vichal Kumar,4,endorsed | opponent,Democratic,verified,US House,resolution_source_unavailable,race_registry_resolutions_2025_2026.csv:66,high,District 7,resolution_source_unavailable,race_registry_resolutions_2025_2026.csv:66,high,New York,NY,resolution_source_unavailable,race_registry_resolutions_2025_2026.csv:66,high,,source_unavailable,race_registry_resolutions_2025_2026.csv:66,,,unresolved,,,,Antonio Reynoso | Julie Won | Vichal Kumar,corpus_candidate_set,,resolution_source_unavailable,race_registry_resolutions_2025_2026.csv:66,a reynoso | ant reynoso | antonio reynoso | c valdez | cla valdez | claire valdez | j won | jul won | julie won | v kumar | vic kumar | vichal kumar,race-d2aabb75a31f1e810737,1,
race-d3d54e895ad132bafc82,other_corpus_race,2019-08-06,2019,,Shaun Scott,Shaun Scott,,Alex Pedersen | Beth Mountsier | Cathy Tuttle | Emily Myers | Ethan Hunter | Frank A. Krueger | Heidi Stuber | Joshua Newman | Sasha Anderson,Alex Pedersen | Beth Mountsier | Cathy Tuttle | Emily Myers | Ethan Hunter | Frank A. Krueger | Heidi Stuber | Joshua Newman | Sasha Anderson | Shaun Scott,10,endorsed | opponent,,source_unavailable | verified,City Council,metadata_inferred,title_url_text:0f42ac15999583bcb794d093 | title_url_text:e7e985c1653b59dd0a767543,high,District 4,metadata_inferred,title_url_text:0f42ac15999583bcb794d093 | title_url_text:e7e985c1653b59dd0a767543,high,Oregon,OR,metadata_inferred,title_url_text:0f42ac15999583bcb794d093,high,,unresolved,,,,unresolved,,,,Alex Pedersen | Beth Mountsier | Cathy Tuttle | Emily Myers | Ethan Hunter | Frank A. Krueger | Heidi Stuber | Joshua Newman | Sasha Anderson,corpus_candidate_set,,metadata_inferred,title_url_text:0f42ac15999583bcb794d093 | title_url_text:e7e985c1653b59dd0a767543,a pedersen | ale pedersen | alex pedersen | b mountsier | bet mountsier | beth mountsier | c tuttle | cat tuttle | cathy tuttle | e hunter | e myers | emi myers | emily myers | eth hunter | ethan hunter | f a | f krueger | fra a | fra krueger | frank a | frank a krueger | frank krueger | h stuber | hei stuber | heidi stuber | j newman | jos newman | joshua newman | s anderson | s scott | sas anderson | sasha anderson | sha scott | shaun scott,race-d3d54e895ad132bafc82,1,official_election_source
race-d45c9105a9d86f541f3d,tracked_dsa_endorsed_democratic_primary,2024-06-25,2024,Democratic,Marcela Mitaynes,Marcela Mitaynes,Marcela Mitaynes,,Marcela Mitaynes,1,unopposed,Democratic,source_unavailable,State Assembly,resolution_verified,race_registry_resolutions_2023_2024.csv:63,verified,District 51,resolution_verified,race_registry_resolutions_2023_2024.csv:63,verified,New York,NY,resolution_verified,race_registry_resolutions_2023_2024.csv:63,verified,,unresolved,,,https://nyassembly.gov/mem/Marcela-Mitaynes,resolution_supporting,legislator_site,race_registry_resolutions_2023_2024.csv:63,high,,unresolved,,resolution_verified,race_registry_resolutions_2023_2024.csv:63,m mitaynes | mar mitaynes | marcela mitaynes,race-d45c9105a9d86f541f3d,1,official_election_source | certified_opponents
race-d48f1a508deba96b730b,tracked_dsa_endorsed_democratic_primary,2020-06-02,2020,Democratic,Bernie Sanders,Bernie Sanders,,Elizabeth Warren | Joseph R. Biden Jr. | Scattered | Tulsi Gabbard,Bernie Sanders | Elizabeth Warren | Joseph R. Biden Jr. | Scattered | Tulsi Gabbard,5,endorsed | opponent,Democratic,verified,President,manual_verified,us-president-dem-primary-2020-dc,verified,District of Columbia,manual_verified,us-president-dem-primary-2020-dc,verified,District of Columbia,DC,manual_verified,us-president-dem-primary-2020-dc,verified,https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2020/,manual_verified,us-president-dem-primary-2020-dc,verified,,unresolved,,,,Elizabeth Warren | Joseph R. Biden | Scattered | Tulsi Gabbard,manual_verified,DSA National,manual_verified,us-president-dem-primary-2020-dc,b sanders | ber sanders | bernie sanders | e warren | eli warren | elizabeth warren | j biden | j r | jos biden | jos r | joseph biden | joseph r | joseph r biden | scattered | t gabbard | tul gabbard | tulsi gabbard,race-d48f1a508deba96b730b | race-e172eca6da6aee3f3c56 | us-president-dem-primary-2020-dc,3,
race-d696522faa4508ad99d7,tracked_dsa_endorsed_democratic_primary,2026-06-02,2026,Democratic,Meghana “Meg” Anandarangam,Meghana “Meg” Anandarangam,,Robert Graham | Yasmin Griffin,Meghana “Meg” Anandarangam | Robert Graham | Yasmin Griffin,3,endorsed | opponent,Democratic,source_unavailable | verified,City Council,resolution_verified,race_registry_resolutions_2025_2026.csv:67,verified,Ward 1 (Plainfield),resolution_verified,race_registry_resolutions_2025_2026.csv:67,verified,New Jersey,NJ,resolution_verified,race_registry_resolutions_2025_2026.csv:67,verified,,unresolved,,,https://megforqueencity.com/,resolution_supporting,candidate_controlled,race_registry_resolutions_2025_2026.csv:67,high,Robert Graham | Yasmin Griffin,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2025_2026.csv:67,m anandarangam | m meg | meg anandarangam | meg meg | meghana anandarangam | meghana meg | meghana meg anandarangam | r graham | rob graham | robert graham | y griffin | yas griffin | yasmin griffin,race-d696522faa4508ad99d7,1,official_election_source
race-d6b2b42e806068d1745f,tracked_dsa_endorsed_democratic_primary,2026-05-19,2026,Democratic,Tammy Carpenter,Tammy Carpenter,,Ashley Hartmeier-Prigg,Ashley Hartmeier-Prigg | Tammy Carpenter,2,endorsed | opponent,Democratic,source_unavailable | verified,State Representative,resolution_verified,race_registry_resolutions_2025_2026.csv:68,verified,District 27,resolution_verified,race_registry_resolutions_2025_2026.csv:68,verified,Oregon,OR,resolution_verified,race_registry_resolutions_2025_2026.csv:68,verified,,unresolved,,,https://tammyfororegon.com/,resolution_supporting,candidate_controlled,race_registry_resolutions_2025_2026.csv:68,high,Ashley Hartmeier-Prigg,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2025_2026.csv:68,a hartmeier | a prigg | ash hartmeier | ash prigg | ashley hartmeier | ashley hartmeier prigg | ashley prigg | t carpenter | tam carpenter | tammy carpenter,race-d6b2b42e806068d1745f,1,official_election_source
race-d74df06a662d8e830bb8,other_corpus_race,2025-02-18,2025,Nonpartisan,Alex Brower,Alex Brower,,Alexander Kostal | Bryant Junco | Daniel Bauman | Frank Ferrante | Ieshuh Griffin | Josh Anderson | Nasser (Nas) Musa,Alex Brower | Alexander Kostal | Bryant Junco | Daniel Bauman | Frank Ferrante | Ieshuh Griffin | Josh Anderson | Nasser (Nas) Musa,8,endorsed | opponent,Nonpartisan,source_unavailable | verified,,unresolved,,,District 3,metadata_inferred,title_url_text:e382a7a44d461fff49854b84 | title_url_text:eaa578d15af45b7f65817449,high,Wisconsin,WI,metadata_inferred,title_url_text:d3a4d3bcff584f1d1a2141e5 | title_url_text:e382a7a44d461fff49854b84 | title_url_text:eaa578d15af45b7f65817449,high,,unresolved,,,,unresolved,,,,Alexander Kostal | Bryant Junco | Daniel Bauman | Frank Ferrante | Ieshuh Griffin | Josh Anderson | Nasser (Nas) Musa,corpus_candidate_set,,metadata_inferred,title_url_text:d3a4d3bcff584f1d1a2141e5 | title_url_text:e382a7a44d461fff49854b84 | title_url_text:eaa578d15af45b7f65817449 | title_url_text:e382a7a44d461fff49854b84 | title_url_text:eaa578d15af45b7f65817449,a brower | a kostal | ale brower | ale kostal | alex brower | alexander kostal | b junco | bry junco | bryant junco | d bauman | dan bauman | daniel bauman | f ferrante | fra ferrante | frank ferrante | i griffin | ies griffin | ieshuh griffin | j anderson | jos anderson | josh anderson | n musa | nas musa | nasser musa,race-d74df06a662d8e830bb8,1,office | official_election_source
race-d79b97f8b9365c8484c1,tracked_dsa_endorsed_democratic_primary,2020-06-30,2020,Democratic,Yara Hanlin Zokaien,Yara Hanlin Zokaien,,,Yara Hanlin Zokaien,1,endorsed,Democratic,source_unavailable,State House,resolution_source_unavailable,race_registry_resolutions_2020.csv:63,high,District 52,resolution_source_unavailable,race_registry_resolutions_2020.csv:63,high,Colorado,CO,resolution_source_unavailable,race_registry_resolutions_2020.csv:63,high,https://www.larimer.org/sites/default/files/uploads/2020/larimer_county_2020_primary_election_summary_report.pdf,source_unavailable,race_registry_resolutions_2020.csv:63,high,,unresolved,,,,,unresolved,,resolution_source_unavailable,race_registry_resolutions_2020.csv:63,y hanlin | y zokaien | yar hanlin | yar zokaien | yara hanlin | yara hanlin zokaien | yara zokaien,race-d79b97f8b9365c8484c1,1,certified_opponents
race-d869a767938a99fbf252,tracked_dsa_endorsed_democratic_primary,2020-08-11,2020,Democratic,Justin Farmer,Justin Farmer,,Jorge Cabrera,Jorge Cabrera | Justin Farmer,2,endorsed | opponent,Democratic,source_unavailable,State Senate,resolution_verified,race_registry_resolutions_2020.csv:64,verified,District 17,resolution_verified,race_registry_resolutions_2020.csv:64,verified,Connecticut,CT,resolution_verified,race_registry_resolutions_2020.csv:64,verified,https://portal.ct.gov/SOTS/Election-Services/Election-Results/Results-by-Office-2020,resolution_verified,race_registry_resolutions_2020.csv:64,verified,,unresolved,,,,Jorge Cabrera,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2020.csv:64,j cabrera | j farmer | jor cabrera | jorge cabrera | jus farmer | justin farmer,race-d869a767938a99fbf252,1,
race-d8835fb9366a2e5d54c7,tracked_dsa_endorsed_democratic_primary,2026-06-23,2026,Democratic,Gabriel Acevero,Gabriel Acevero,,Amar Mukunda | George Lluberes | Greg Wims | Lesley J. Lopez | Robert T. Wu,Amar Mukunda | Gabriel Acevero | George Lluberes | Greg Wims | Lesley J. Lopez | Robert T. Wu,6,endorsed | opponent,Democratic,source_unavailable | verified,State Delegate,resolution_verified,race_registry_resolutions_2025_2026.csv:69,verified,District 39,resolution_verified,race_registry_resolutions_2025_2026.csv:69,verified,Maryland,MD,resolution_verified,race_registry_resolutions_2025_2026.csv:69,verified,,unresolved,,,https://georgeformaryland.com/,resolution_supporting,candidate_controlled,race_registry_resolutions_2025_2026.csv:69,high,Amar Mukunda | George Lluberes | Greg Wims | Lesley J. Lopez | Robert T. Wu,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2025_2026.csv:69,a mukunda | ama mukunda | amar mukunda | g acevero | g lluberes | g wims | gab acevero | gabriel acevero | geo lluberes | george lluberes | gre wims | greg wims | l j | l lopez | les j | les lopez | lesley j | lesley j lopez | lesley lopez | r t | r wu | rob t | rob wu | robert t | robert t wu | robert wu,race-d8835fb9366a2e5d54c7,1,official_election_source
race-d8a540e504ab2749d7b9,tracked_dsa_endorsed_democratic_primary,2024-09-10,2024,Democratic,Coby Owens,Coby Owens,,Thea Lopez | Vincent M. White,Coby Owens | Thea Lopez | Vincent M. White,3,endorsed | opponent,Democratic,source_unavailable,City Council,resolution_verified,race_registry_resolutions_2023_2024.csv:64,verified,Wilmington District 1,resolution_verified,race_registry_resolutions_2023_2024.csv:64,verified,Delaware,DE,resolution_verified,race_registry_resolutions_2023_2024.csv:64,verified,https://elections.delaware.gov/results/index.shtml,resolution_verified,race_registry_resolutions_2023_2024.csv:64,verified,,unresolved,,,,Thea Lopez | Vincent M. White,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2023_2024.csv:64,c owens | cob owens | coby owens | t lopez | the lopez | thea lopez | v m | v white | vin m | vin white | vincent m | vincent m white | vincent white,race-d8a540e504ab2749d7b9,1,
race-d96bd5f1de26b3d3b7d6,tracked_dsa_endorsed_democratic_primary,2020-08-11,2020,Democratic-Farmer-Labor,Omar Fateh,Omar Fateh,,Jeff Hayden,Jeff Hayden | Omar Fateh,2,endorsed | opponent,Democratic-Farmer-Labor,source_unavailable | verified,State Senate,resolution_verified,race_registry_resolutions_2020.csv:2,verified,District 62,resolution_verified,race_registry_resolutions_2020.csv:2,verified,Minnesota,MN,resolution_verified,race_registry_resolutions_2020.csv:2,verified,https://electionresults.sos.state.mn.us/Results/StateSenate/1?districtid=562,resolution_verified,race_registry_resolutions_2020.csv:2,verified,,unresolved,,,,Jeff Hayden,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2020.csv:2,j hayden | jef hayden | jeff hayden | o fateh | oma fateh | omar fateh,race-d96bd5f1de26b3d3b7d6,1,
race-d9975d056a3fdc203541,other_corpus_race,2018-06-12,2018,Nonpartisan,Irene Cepeda,Irene Cepeda,,"Eli Thompson | Kevin L. Child | Leobardo Martinez, Jr.","Eli Thompson | Irene Cepeda | Kevin L. Child | Leobardo Martinez, Jr.",4,endorsed | opponent,Nonpartisan,source_unavailable,,unresolved,,,,unresolved,,,,,unresolved,,,,unresolved,,,,unresolved,,,,"Eli Thompson | Kevin L. Child | Leobardo Martinez, Jr.",corpus_candidate_set,,corpus_only,,e thompson | eli thompson | i cepeda | ire cepeda | irene cepeda | k child | k l | kev child | kev l | kevin child | kevin l | kevin l child | l martinez | leo martinez | leobardo martinez,race-d9975d056a3fdc203541,1,office | jurisdiction | state | official_election_source
race-db12d296fd5fe40602af,tracked_dsa_endorsed_democratic_primary,2024-04-23,2024,Democratic,Cass Green,Cass Green,,Amen Brown | Sajda Blackwell,Amen Brown | Cass Green | Sajda Blackwell,3,endorsed | opponent,Democratic,source_unavailable,State House,resolution_verified,race_registry_resolutions_2023_2024.csv:65,verified,District 10,resolution_verified,race_registry_resolutions_2023_2024.csv:65,verified,Pennsylvania,PA,resolution_verified,race_registry_resolutions_2023_2024.csv:65,verified,https://www.electionreturns.pa.gov/,resolution_verified,race_registry_resolutions_2023_2024.csv:65,verified,,unresolved,,,,Amen Brown | Sajda Blackwell,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2023_2024.csv:65,a brown | ame brown | amen brown | c green | cas green | cass green | s blackwell | saj blackwell | sajda blackwell,race-db12d296fd5fe40602af,1,
race-db2bbdecf941c5b1478e,tracked_dsa_endorsed_democratic_primary,2021-06-22,2021,Democratic,Jaslin Kaur,Jaslin Kaur,,Debra Markell | Harpreet S. Toor | Koshy O. Thomas | Linda Lee | Sanjeev Kumar Jindal | Steve Behar,Debra Markell | Harpreet S. Toor | Jaslin Kaur | Koshy O. Thomas | Linda Lee | Sanjeev Kumar Jindal | Steve Behar,7,endorsed | opponent,Democratic,source_unavailable | verified,City Council,resolution_verified,race_registry_resolutions_2021_2022.csv:106,verified,District 23,resolution_verified,race_registry_resolutions_2021_2022.csv:106,verified,New York,NY,resolution_verified,race_registry_resolutions_2021_2022.csv:106,verified,https://www.vote.nyc/page/election-results-summary-2021,resolution_verified,race_registry_resolutions_2021_2022.csv:106,verified,,unresolved,,,,Debra Markell | Harpreet S. Toor | Koshy O. Thomas | Linda Lee | Sanjeev Kumar Jindal | Steve Behar,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2021_2022.csv:106,d markell | deb markell | debra markell | h s | h toor | har s | har toor | harpreet s | harpreet s toor | harpreet toor | j kaur | jas kaur | jaslin kaur | k o | k thomas | kos o | kos thomas | koshy o | koshy o thomas | koshy thomas | l lee | lin lee | linda lee | s behar | s jindal | s kumar | san jindal | san kumar | sanjeev jindal | sanjeev kumar | sanjeev kumar jindal | ste behar | steve behar,race-db2bbdecf941c5b1478e,1,
race-dcc5f1f910b38647e104,other_corpus_race,2021-08-03,2021,,Tyler Myles Vega,Tyler Myles Vega,,Libby Urner Wennstrom | Sky Hardesty-Thompson,Libby Urner Wennstrom | Sky Hardesty-Thompson | Tyler Myles Vega,3,endorsed | opponent,,verified,City Council,resolution_verified,race_registry_resolutions_2021_2022.csv:107,verified,Seattle Citywide Position 8,resolution_verified,race_registry_resolutions_2021_2022.csv:107,verified,Washington,WA,resolution_verified,race_registry_resolutions_2021_2022.csv:107,verified,https://kingcounty.gov/en/dept/elections/results/2021/august-primary,resolution_verified,race_registry_resolutions_2021_2022.csv:107,verified,,unresolved,,,,Libby Urner Wennstrom | Sky Hardesty-Thompson,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2021_2022.csv:107,l urner | l wennstrom | lib urner | lib wennstrom | libby urner | libby urner wennstrom | libby wennstrom | s hardesty | s thompson | sky hardesty | sky hardesty thompson | sky thompson | t myles | t vega | tyl myles | tyl vega | tyler myles | tyler myles vega | tyler vega,race-dcc5f1f910b38647e104,1,
race-dd06d2c4839b786be1bd,tracked_dsa_endorsed_democratic_primary,2024-03-05,2024,Democratic,José Garza,José Garza,,Jeremy Sylestine,Jeremy Sylestine | José Garza,2,endorsed | opponent,Democratic,source_unavailable | verified,District Attorney,resolution_verified,race_registry_resolutions_2023_2024.csv:66,verified,Travis County,resolution_verified,race_registry_resolutions_2023_2024.csv:66,verified,Texas,TX,resolution_verified,race_registry_resolutions_2023_2024.csv:66,verified,,unresolved,,,https://www.joseforda.com/,resolution_supporting,candidate_controlled,race_registry_resolutions_2023_2024.csv:66,high,Jeremy Sylestine,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2023_2024.csv:66,j garza | j sylestine | jer sylestine | jeremy sylestine | jos garza | jose garza,race-dd06d2c4839b786be1bd,1,official_election_source
race-de21053db68753151e45,tracked_dsa_endorsed_democratic_primary,2025-09-09,2025,Democratic,Cesar Diaz,Cesar Diaz,Cesar Diaz,,Cesar Diaz,1,unopposed,Democratic,source_unavailable,City Council,resolution_verified,race_registry_resolutions_2025_2026.csv:70,verified,District 2 (Frederick),resolution_verified,race_registry_resolutions_2025_2026.csv:70,verified,Maryland,MD,resolution_verified,race_registry_resolutions_2025_2026.csv:70,verified,https://cityoffrederick.com/DocumentCenter/View/25311/Diaz-First-Report,resolution_verified,race_registry_resolutions_2025_2026.csv:70,verified,,unresolved,,,,,unresolved,,resolution_verified,race_registry_resolutions_2025_2026.csv:70,c diaz | ces diaz | cesar diaz,race-de21053db68753151e45,1,certified_opponents
race-de351b5bf3d35c3ad4d1,tracked_dsa_endorsed_democratic_primary,2020-03-17,2020,Democratic,Bernie Sanders,Bernie Sanders,,Andrew Yang | Cory Booker | Deval Patrick | Elizabeth Warren | John K. Delaney | Joseph R. Biden | Michael Bennet | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,Andrew Yang | Bernie Sanders | Cory Booker | Deval Patrick | Elizabeth Warren | John K. Delaney | Joseph R. Biden | Michael Bennet | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,12,endorsed | opponent,Democratic,verified,President,manual_verified,us-president-dem-primary-2020-il,verified,Illinois,manual_verified,us-president-dem-primary-2020-il,verified,Illinois,IL,manual_verified,us-president-dem-primary-2020-il,verified,https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2020/,manual_verified,us-president-dem-primary-2020-il,verified,,unresolved,,,,Andrew Yang | Cory Booker | Deval Patrick | Elizabeth Warren | John K. Delaney | Joseph R. Biden | Michael Bennet | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,manual_verified,DSA National,manual_verified,us-president-dem-primary-2020-il,a yang | and yang | andrew yang | b sanders | ber sanders | bernie sanders | c booker | cor booker | cory booker | d patrick | dev patrick | deval patrick | e warren | eli warren | elizabeth warren | j biden | j delaney | j k | j r | joh delaney | joh k | john delaney | john k | john k delaney | jos biden | jos r | joseph biden | joseph r | joseph r biden | m bennet | m bloomberg | m r | mic bennet | mic bloomberg | mic r | michael bennet | michael bloomberg | michael r | michael r bloomberg | p buttigieg | pet buttigieg | pete buttigieg | t gabbard | t steyer | tom steyer | tul gabbard | tulsi gabbard,race-de351b5bf3d35c3ad4d1 | us-president-dem-primary-2020-il,2,
race-de378ad3073d92f58c34,tracked_dsa_endorsed_democratic_primary,2020-08-04,2020,Democratic,Dan Michniewicz,Dan Michniewicz,,David A. Silkworth | Erica Briggs,Dan Michniewicz | David A. Silkworth | Erica Briggs,3,endorsed | opponent,Democratic,source_unavailable | verified,City Council,resolution_verified,race_registry_resolutions_2020.csv:66,verified,Ann Arbor Ward 5,resolution_verified,race_registry_resolutions_2020.csv:66,verified,Michigan,MI,resolution_verified,race_registry_resolutions_2020.csv:66,verified,https://electionarchive.washtenaw.org/eng/contests/view/2527,resolution_verified,race_registry_resolutions_2020.csv:66,verified,,unresolved,,,,David A. Silkworth | Erica Briggs,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2020.csv:66,d a | d michniewicz | d silkworth | dan michniewicz | dav a | dav silkworth | david a | david a silkworth | david silkworth | e briggs | eri briggs | erica briggs,race-de378ad3073d92f58c34,1,
race-de3a3ef025ba2f70352c,other_corpus_race,2019-08-06,2019,Nonpartisan,Chanan Suarez,Chanan Suarez,,Alex Tsimerman | Ann Davison Sattler | Debora Juarez | John Lombard | Mark Mendez | Tayla Mahoney,Alex Tsimerman | Ann Davison Sattler | Chanan Suarez | Debora Juarez | John Lombard | Mark Mendez | Tayla Mahoney,7,endorsed | opponent,Nonpartisan,source_unavailable | verified,City Council,metadata_inferred,title_url_text:da83e247cc4ea34da9be5698,high,District 5,metadata_inferred,title_url_text:da83e247cc4ea34da9be5698,high,,,unresolved,,,,unresolved,,,,unresolved,,,,Alex Tsimerman | Ann Davison Sattler | Debora Juarez | John Lombard | Mark Mendez | Tayla Mahoney,corpus_candidate_set,,metadata_inferred,title_url_text:da83e247cc4ea34da9be5698,a davison | a sattler | a tsimerman | ale tsimerman | alex tsimerman | ann davison | ann davison sattler | ann sattler | c suarez | cha suarez | chanan suarez | d juarez | deb juarez | debora juarez | j lombard | joh lombard | john lombard | m mendez | mar mendez | mark mendez | t mahoney | tay mahoney | tayla mahoney,race-de3a3ef025ba2f70352c,1,state | official_election_source
race-dea09345e3386c2ae157,other_corpus_race,2020-03-03,2020,Democratic,Jackie Fielder,Jackie Fielder,,Erin Smith | Scott Wiener,Erin Smith | Jackie Fielder | Scott Wiener,3,endorsed | opponent,Democratic | Republican,source_unavailable | verified,State Senate,resolution_verified,race_registry_resolutions_2020.csv:67,verified,District 11,resolution_verified,race_registry_resolutions_2020.csv:67,verified,California,CA,resolution_verified,race_registry_resolutions_2020.csv:67,verified,https://elections.cdn.sos.ca.gov/sov/2020-primary/complete-sov.pdf,resolution_verified,race_registry_resolutions_2020.csv:67,verified,,unresolved,,,,Erin Smith | Scott Wiener,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2020.csv:67,e smith | eri smith | erin smith | j fielder | jac fielder | jackie fielder | s wiener | sco wiener | scott wiener,race-dea09345e3386c2ae157,1,
race-dea57c83cdef4681dc1f,tracked_dsa_endorsed_democratic_primary,2020-08-11,2020,Democratic,Jen McEwen,Jen McEwen,,Erik Simonson,Erik Simonson | Jen McEwen,2,endorsed | opponent,Democratic | Democratic-Farmer-Labor,partial | source_unavailable,"Senate, District 7",resolution_source_unavailable,national_census_resolutions_2016_2020.csv:48:recWVjUm3sBQLMIbp,high,District 7,resolution_source_unavailable,national_census_resolutions_2016_2020.csv:48:recWVjUm3sBQLMIbp,high,Minnesota,MN,resolution_source_unavailable,national_census_resolutions_2016_2020.csv:48:recWVjUm3sBQLMIbp,high,,source_unavailable,national_census_resolutions_2016_2020.csv:48:recWVjUm3sBQLMIbp,,source_unavailable,resolution_supporting,invalid_url,national_census_resolutions_2016_2020.csv:48:recWVjUm3sBQLMIbp,high,Erik Simonson,corpus_candidate_set,,resolution_source_unavailable,national_census_resolutions_2016_2020.csv:48:recWVjUm3sBQLMIbp,e simonson | eri simonson | erik simonson | j mcewen | jen mcewen,race-dea57c83cdef4681dc1f,1,
race-ded95c1b5f793906a45a,other_corpus_race,2019-02-26,2019,Nonpartisan,Jeanette B. Taylor,Jeanette B. Taylor,,"Andre Smith | Anthony Driver, Jr. | Dernard D. Newell | Jennifer O. Maddox | Kevin M. Bailey | Maya Hodari | Nicole J. Johnson | Quandra V. Speights","Andre Smith | Anthony Driver, Jr. | Dernard D. Newell | Jeanette B. Taylor | Jennifer O. Maddox | Kevin M. Bailey | Maya Hodari | Nicole J. Johnson | Quandra V. Speights",9,endorsed | opponent,Nonpartisan,source_unavailable | verified,,unresolved,,,,unresolved,,,,,unresolved,,,,unresolved,,,,unresolved,,,,"Andre Smith | Anthony Driver, Jr. | Dernard D. Newell | Jennifer O. Maddox | Kevin M. Bailey | Maya Hodari | Nicole J. Johnson | Quandra V. Speights",corpus_candidate_set,,corpus_only,,a driver | a smith | and smith | andre smith | ant driver | anthony driver | d d | d newell | der d | der newell | dernard d | dernard d newell | dernard newell | j b | j maddox | j o | j taylor | jea b | jea taylor | jeanette b | jeanette b taylor | jeanette taylor | jen maddox | jen o | jennifer maddox | jennifer o | jennifer o maddox | k bailey | k m | kev bailey | kev m | kevin bailey | kevin m | kevin m bailey | m hodari | may hodari | maya hodari | n j | n johnson | nic j | nic johnson | nicole j | nicole j johnson | nicole johnson | q speights | q v | qua speights | qua v | quandra speights | quandra v | quandra v speights,race-ded95c1b5f793906a45a,1,office | jurisdiction | state | official_election_source
race-deff03074ea69358d8e9,tracked_dsa_endorsed_democratic_primary,2022-08-09,2022,Democratic-Farmer-Labor,Sheigh Freeberg,Sheigh Freeberg,,Sandy Pappas | Zuki Ellis,Sandy Pappas | Sheigh Freeberg | Zuki Ellis,3,endorsed | opponent,Democratic-Farmer-Labor,source_unavailable | verified,State Senate,resolution_verified,race_registry_resolutions_2021_2022.csv:108,verified,District 65,resolution_verified,race_registry_resolutions_2021_2022.csv:108,verified,Minnesota,MN,resolution_verified,race_registry_resolutions_2021_2022.csv:108,verified,https://electionresults.sos.state.mn.us/Results/StateSenate/1?districtid=565,resolution_verified,race_registry_resolutions_2021_2022.csv:108,verified,,unresolved,,,,Sandy Pappas | Zuki Ellis,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2021_2022.csv:108,s freeberg | s pappas | san pappas | sandy pappas | she freeberg | sheigh freeberg | z ellis | zuk ellis | zuki ellis,race-deff03074ea69358d8e9,1,
