record_id,campaign,office,office_types,national_endorsement,election_date,endorsing_chapters,primary_result,general_result,created_time,source_view_url,source_presence,retrieved_at
rec1E10MK2YwYjBY4,Bernie Sanders,US President,Federal,Endorsed 2016,2016-07-28,,N/A,N/A,2024-01-02T17:29:40.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec1re93o4SLX51Kj,Khader El-Yateem,"City Council, NYC - 43rd District",Municipal,Endorsed 2017,2017-09-12,New York City,Loss,Loss,2024-01-02T17:28:13.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reciYJxWCVs4A1gGu,Ginger Jentzen,"City Council, Minneapolis - Ward 3",Municipal,Endorsed 2017,2017-11-07,Twin Cities,N/A,Loss,2024-01-02T17:28:13.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recgGGkIBypRWFW6C,JT Scott,"Board of Aldermen, Somerville, Ward 2",Municipal,Endorsed 2017,2017-11-07,Boston,Win,Win,2024-01-02T17:28:13.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recczmetxeWU5Vekx,Jabari Brisport,"City Council, NYC - District 35",Municipal,Endorsed 2017,2017-11-07,New York City,N/A,Loss,2024-01-02T17:28:13.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rece2arOEOUC7Xo1f,Jon Grant,"City Council, Seattle - Position 8",Municipal,Endorsed 2017,2017-11-07,Seattle,Loss,Loss,2024-01-02T17:28:13.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec7RY6KfOVj4jftV,Tristan Rader,"City Council, Lakewood - At-Large",Municipal,Endorsed 2017,2017-11-07,Cleveland,Win,Win,2024-01-02T17:28:13.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recVxXOmhmKzuc3xx,Genevieve Jones-Wright,"District Attorney, San Diego County",Law Enforcement,Endorsed 2018,2018-06-05,San Diego,Loss,Loss,2024-01-02T17:28:13.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec0UFyP597OpQytj,Kaniela Ing,"US House, HI-01",Federal,Endorsed 2018,2018-08-11,Honolulu,Loss,Loss,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recSFVf7zRG8KBl6s,Alexandria Ocasio-Cortez,"US Congress, NY-14",Federal,Endorsed 2018,2018-11-06,New York City,Win,Win,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recaYxEb9IcmWZgsJ,Amelia Marquez,"State House, District 52",State,Endorsed 2018,2018-11-06,Billings,Win,Loss,2024-01-02T17:27:11.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec86L5cxZpX2cLlO,Cliff Willmeng,Boulder County Commissioner,County,Endorsed 2018,2018-11-06,Boulder,N/A,Loss,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rectJNMnUH77bBX9s,Elizabeth Fiedler,State House - District 184,State,Endorsed 2018,2018-11-06,Philadelphia,Win,Win,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recYHX6BxvnTvUxkX,Franklin Bynum,"Judge, County Criminal Court - Harris County 8",Judicial | County,Endorsed 2018,2018-11-06,Houston,N/A,Win,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recCNStycKSO143aW,Gabriel Acevero,"House of Delegates, District 39",State,Endorsed 2018,2018-11-06,Metro DC,Win,Win,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recNPY6Hvg7L6TdUI,Jade Bahr,"State House, District 50",State,Endorsed 2018,2018-11-06,Billings,Win,Win,2024-01-02T17:27:11.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recg4ZZebweStukVo,Jovanka Beckles,State Assembly - District 15,State,Endorsed 2018,2018-11-06,East Bay,Win,Loss,2024-01-02T17:27:11.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recFRBpG8FxUWSkhK,Julia Salazar,"State Senate, District 18",State,Endorsed 2018,2018-11-06,New York City,Win,Win,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recQkWZPbUFRlNcnE,Kara Gloe,"School Board, Moorhead",Education | Municipal,Endorsed 2018,2018-11-06,Red River Valley,N/A,Win,2024-01-02T17:27:11.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recqjqFuxMAb321cC,Kristin Seale,State House - District 168,State,Endorsed 2018,2018-11-06,Philadelphia,Win,Loss,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recfENvr6uJrqNfu6,Mike Sylvester,State House- District 39,State,Endorsed 2018,2018-11-06,Maine,Win,Win,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recAlGv47ZcHzno9r,Rachel Miller,"City Council, Providence - Ward 13",Municipal,Endorsed 2018,2018-11-06,Rhode Island,Win,Win,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recZXn2hIqE7XOSI2,Sara Innamorato,State House - District 21,State,Endorsed 2018,2018-11-06,Pittsburgh,Win,Win,2024-01-02T17:27:11.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recE9rCHgQgjO82kG,Summer Lee,State House - District 34,State,Endorsed 2018,2018-11-06,Pittsburgh,Win,Win,2024-01-02T17:27:11.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recfnCHAQZgRyFsTO,Tony Kelly,"San Francisco Board of Supervisors, District 10",Municipal,Endorsed 2018,2018-11-06,San Francisco,N/A,Loss,2024-01-02T17:27:11.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recxax3qLqx8e04lH,Vaughn Stewart,"House of Delegates, District 19",State,Endorsed 2018,2018-11-06,Metro DC,Win,Win,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reczhOaBnWBB0hwzd,Yes on Prop 10 - Repeal Costa Hawkins,,Ballot Initiative | State,Endorsed 2018,2018-11-06,East Bay | Santa Barbara | Ventura County | Long Beach | Los Angeles | Orange County | Silicon Valley | Santa Cruz | Peninsula California | San Diego | San Francisco | Fresno | San Luis Obispo,N/A,Loss,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reccwrJN64S6TImp4,Zak Ringelstein,US Senate,Federal,Endorsed 2018,2018-11-06,Maine,Win,Loss,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reclBFAPPH7tuaVTw,Carlos Ramirez-Rosa,"Alderman, Chicago - 35th Ward",Municipal,Endorsed 2019,2019-02-26,Chicago,Loss,Win,2024-01-02T17:23:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec4efBGEheczl3Mc,Ugo Okere,"Alderman, Chicago - 40th Ward",Municipal,Endorsed 2019,2019-02-26,Chicago,Loss,Loss,2024-01-02T17:23:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recxQkOPh8JQ05DWL,Megan Ellyia Green,"Board of Aldermen President, City of St. Louis",Municipal,Endorsed 2019,2019-03-05,St. Louis,N/A,Loss,2024-01-02T17:23:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rectVhjxBtzqOTz9j,Austin Strassle ,"Kansas City, Missouri 4th District Councilman At-Large ",Municipal,Endorsed 2019,2019-04-02,Kansas City,Loss,Loss,2024-01-02T17:23:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recMh7Vu3NTpDCtyR,Byron Sigcho Lopez,"Alderman, Chicago - 25th Ward",Municipal,Endorsed 2019,2019-04-02,Chicago,Win,Win,2024-01-02T17:23:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recL83xzumpeE3RBz,Jeanette Taylor,"Alderman, Chicago - 20th Ward",Municipal,Endorsed 2019,2019-04-02,Chicago,Win,Win,2024-01-02T17:23:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rect3iO1gCzlR8ViP,Rossana Rodriguez-Sanchez,"Alderman, Chicago - 33rd Ward",Municipal,Endorsed 2019,2019-04-02,Chicago,Win,Win,2024-01-02T17:23:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recLDsHdwTL7LtvH1,Jackie Goldberg,Los Angeles Unified School Board District 5 ,Education,Endorsed 2019,2019-05-14,Los Angeles,N/A,Win,2024-01-02T17:23:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recmpxe1OioQHEMRJ,Irma Corado,"Fairfax County Board of Supervisors, Braddock District",Municipal,Endorsed 2019,2019-06-11,Metro DC,Loss,Loss,2024-01-02T17:23:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recrMbvIbzFRmpD58,Marguerite Green ,Louisiana Agriculture and Forestry Commissioner ,State,Endorsed 2019,2019-10-12,New Orleans | Baton Rouge,Loss,Loss,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recjsv56YlmYCG4b3,Brian Stawowy,"Mayor, Fernalde",Municipal,Endorsed 2019,2019-11-05,Metro Detroit,N/A,Loss,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recgqvIymf6s9Q9Is,Chanan Suarez,City Council Ward 5,Municipal,Endorsed 2019,2019-11-05,Whatcom County,N/A,Loss,2024-01-02T17:23:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recqLHB9zNqVfLpYl,Curtis Tuden,"City Council, Medford",Municipal,Endorsed 2019,2019-11-05,Boston,N/A,Loss,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recq9HUEn7CygV2LP,Dean Preston,"Supervisor, San Francisco - 5th District",Municipal,Endorsed 2019,2019-11-05,San Francisco,Win,Win,2024-01-02T17:23:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recAMG1yjkUgsXpqn,Evan Dalley,"City Commission, City of Traverse City",Municipal,Endorsed 2019,2019-11-05,Northern Michigan,Win,Loss,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recp3uUJdg4ZagBDs,Jivan Sobrinho-Wheeler,Cambridge City Council (At Large),Municipal,Endorsed 2019,2019-11-05,Boston,N/A,Win,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recBIuZaaA5CweF9W,Kendra Brooks,Philadelphia City Council. At-Large,Municipal,Endorsed 2019,2019-11-05,Philadelphia,N/A,Win,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recoR2xrmhzZeh9wh,Liliana Rivera Baiman,"City Council, Columbus At-Large",Municipal,Endorsed 2019,2019-11-05,Columbus,N/A,Loss,2024-01-02T17:23:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recidpOyUtSzsLATd,Michael Payne,"Charlottesville City Council, At Large",Municipal,Endorsed 2019,2019-11-05,Charlottesville,Win,Win,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recnEARalE1XuDPt0,Nada Daher,"City Council, Ferndale",Municipal,Endorsed 2019,2019-11-05,Metro Detroit,N/A,Loss,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec2y74iUJnwDmOxT,Nicholas Da Silva,"City Council, Richmond - District 5",Municipal,Endorsed 2019,2019-11-05,Richmond,Win,Loss,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec6gvfX8ERSrJVd9,Nicolas O'Rourke ,"Philadelphia City Council, At-Large",Municipal,Endorsed 2019,2019-11-05,Philadelphia,N/A,Loss,2024-01-02T17:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recVJTMTvP56HmQR6,Shaun Scott,"City Council, Seattle - 4th District",Municipal,Endorsed 2019,2019-11-05,Seattle,Win,Loss,2024-01-02T17:23:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec1FBuRLn0sBDWgi,Alex Brower,"Comptroller, Milwaukee",Municipal,Endorsed 2020,2020-02-18,Milwaukee,Loss,Loss,2024-01-02T17:19:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recQrVeAiGAUybkdO,Heidi Sloan,"US-Congress, TX-25",Federal,Endorsed 2020,2020-03-03,Austin,Loss,Loss,2024-01-02T17:19:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recptnPpSVg0LRiQx,Anthony Clark,"US-Congress, IL-7",Federal,Endorsed 2020,2020-03-17,Chicago,Loss,Loss,2024-01-02T17:19:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec2YJF9n7YRFHr7i,Mckayla Wilkes,"US-Congress, MD-05",Federal,Endorsed 2020,2020-06-02,Metro DC,Loss,Loss,2024-01-02T17:19:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recBokRVBu0ZJAKLm,Adam L. Bojak,"State Assembly, District 149",State,Endorsed 2020,2020-06-23,Buffalo,Loss,Loss,2024-01-02T17:22:53.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recm9Srggoof6oYgp,Robert LeVertis Bell,"Louisville Metro Council, District 4",Municipal,Endorsed 2020,2020-06-23,Louisville,Loss,Loss,2024-01-02T17:22:53.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recObEyf32ApeUUDQ,Ryan Fenwick,"Louisville Metro Council, District 10",Municipal,Endorsed 2020,2020-06-23,Louisville,Loss,Loss,2024-01-02T17:22:53.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec8XHe1x1Cs3nyTg,Samelys Lopez,"Us-Congress, NY-15",Federal,Endorsed 2020,2020-06-23,New York City,Loss,Loss,2024-01-02T17:22:50.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reclHBLCPKVwhSwGc,Dan Michniewicz,"City Council, Ann Arbor Ward 5",Municipal,Endorsed 2020,2020-08-04,Huron Valley,Loss,Loss,2024-01-02T17:22:53.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reclhsXOXVpNFqi7o,Mary Ellen Biggerstaff,"WA-22 State House, Position 2",State,Endorsed 2020,2020-08-04,Olympia,Loss,Loss,2024-01-02T17:22:53.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recueozDgreNEnBL8,Megan Green,"State Senate, MO-District 5",State,Endorsed 2020,2020-08-04,St. Louis,Loss,Loss,2024-01-02T17:22:53.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recyUIQkyX8hcdiZ8,Rebecca Parson,"US Congress, WA-06",Federal,Endorsed 2020,2020-08-04,Tacoma & Pierce County,Loss,Loss,2024-01-02T17:19:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recttCAyBvEZYFxLr,Justin Farmer,"State Senate, CT-District 17",State,Endorsed 2020,2020-08-11,Connecticut,Loss,Loss,2024-01-02T17:22:53.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recKvek6Ubv3Elu42,Nada Elmikashfi,"WI State Senate, District 26",State,Endorsed 2020,2020-08-11,Madison Area,Loss,Loss,2024-01-02T17:22:53.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recBF9fE4fK76kRCR,Alexandria Ocasio-Cortez,"US Congress, NY-14",Federal,Endorsed 2020,2020-11-03,New York City,Win,Win,2024-01-02T17:22:53.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recrJF6JBwI4JdcuP,Arnold Farr,Lexington School Board District 5,Education,Endorsed 2020,2020-11-03,Lexington,N/A,Loss,2024-01-02T17:23:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recFNJl0HW6rp4OCG,Danny Tenenbaum ,State House District 95 Montana,State,Endorsed 2020,2020-11-03,Western Montana,Win,Win,2024-01-02T17:22:53.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recBAeedMGKqHjtTb,David Morales,"State House, District 7",State,Endorsed 2020,2020-11-03,Rhode Island,Win,Win,2024-01-02T17:22:53.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec1HIPcesYh8N2gh,Dean Preston,San Francisco District 5 Supervisor,County | Municipal,Endorsed 2020,2020-11-03,San Francisco,Win,Win,2024-01-02T17:23:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recgfDXqGUh3iYNZH,Ed Lazere,At-large seat on the District of Columbia Council. ,Municipal,Endorsed 2020,2020-11-03,Metro DC,Loss,Loss,2024-01-02T17:23:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recTrXwQtLDcaNbeE,Elizabeth Fiedler ,"State House, District 184",State,Endorsed 2020,2020-11-03,Philadelphia,Win,Win,2024-01-02T17:22:53.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recQGZcUyMPtHv7ea,Fatima Iqbal-Zubair,California State Assembly District 64,State,Endorsed 2020,2020-11-03,Los Angeles | Long Beach,N/A,Loss,2024-01-02T17:23:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec0DqZdihj4svhSI,Franca Muller Paz,Baltimore City Council District 12,Municipal,Endorsed 2020,2020-11-03,Greater Baltimore,N/A,Loss,2024-01-02T17:23:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recW1tO1ODhjFYRj1,Greg Casar,"City Council, Austin District 4",Municipal,Endorsed 2020,2020-11-03,Austin,Win,Win,2024-01-02T17:23:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recmyGgsvMhreHDYl,Jabari Brisport,"State Senate, 25th District",State,Endorsed 2020,2020-11-03,New York City,Win,Win,2024-01-02T17:19:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recxpzKLLU44ibnxU,Jackie Fielder,"State Senate, 11th District",State,Endorsed 2020,2020-11-03,San Francisco,N/A,Loss,2024-01-02T17:22:53.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recrsttiDEm2Ma7mm,Jamaal Bowman,"US Congress, NY-16",Federal,Endorsed 2020,2020-11-03,Lower Hudson Valley,Win,Win,2024-01-02T17:22:53.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
